periodo;data_inicio;data_fim;total_artigos;artigos_instabilidade;artigos_estabilidade;porcentagem_instabilidade;títulos_amostra;resumo_analise
2017-07-1;10/07/2017;24/07/2017;7;2;5;28.57;"Saúde libera R$ 20 milhões para estudos sobre a nutrição dos brasileiros; Cabral admite uso generalizado de caixa 2 nas campanhas";"Detectada instabilidade política em 2 de 7 artigos (28.6%). Principais indicadores: [""Palavras 'diário' encontradas (indicador de estabilidade)"", ""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)""]"
2018-01-2;06/01/2018;20/01/2018;28;18;10;64.29;"Família de bebê atropelada em Copacabana quer indenização de motorista; Trump não negociará sobre imigração enquanto durar paralisação do governo; Atentado em hotel de Cabul deixa 3 feridos; dois envolvidos em ataque são mortos";"Detectada instabilidade política em 18 de 28 artigos (64.3%). Principais indicadores: [""Palavra-chave 'protesto' encontrada (categoria: protestos)"", ""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'urgente' encontrada (categoria: crises)""]"
2018-01-3;21/01/2018;04/02/2018;733;464;269;63.30;"Pesquisadores comprovam que fumaça das queimadas da Amazônia pode causar câncer; Dia de Combate à Intolerância Religiosa homenageia Abdias Nascimento; Curador da Mostra de Tiradentes pede editais para filmes dirigidos por negros";"Detectada instabilidade política em 464 de 733 artigos (63.3%). Principais indicadores: [""Palavra-chave 'mudança' encontrada (categoria: mudanças)"", ""Palavra-chave 'violência' encontrada (categoria: violencia)"", ""Palavra-chave 'mudança' encontrada (categoria: mudanças)""]"
2018-02-4;05/02/2018;19/02/2018;832;521;311;62.62;"Interventor do Sesc/Senac Rio faz balanço e critica gestão do antecessor; Morto aos 76 anos, ex-deputado Caó marcou na Constituição sua luta antirracista; CNI diz que mais da metade da indústria do país precisa dar um salto tecnológico";"Detectada instabilidade política em 521 de 832 artigos (62.6%). Principais indicadores: [""Palavra-chave 'disputa' encontrada (categoria: conflitos)"", ""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)"", ""Palavra-chave 'mudança' encontrada (categoria: mudanças)""]"
2018-02-5;20/02/2018;06/03/2018;851;560;291;65.80;"Senadores discutem decreto de intervenção no Rio de Janeiro; Câmara entra com ação no STF para garantir prerrogativa de cassar deputado; Exército diz em nota que equipe de intervenção será anunciada nos próximos dias";"Detectada instabilidade política em 560 de 851 artigos (65.8%). Principais indicadores: [""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)""]"
2018-03-6;07/03/2018;21/03/2018;833;567;266;68.07;"Temer e Cármen Lúcia participam de seminário que celebra 25 anos da AGU; Deputados aprovam projeto com perda do poder familiar em caso de feminicídio; Câmara aprova crime de importunação sexual e aumenta pena para estupro coletivo";"Detectada instabilidade política em 567 de 833 artigos (68.1%). Principais indicadores: [""Palavra-chave 'conflito' encontrada (categoria: conflitos)"", ""Palavra-chave 'violência' encontrada (categoria: violencia)"", ""Palavra-chave 'crime' encontrada (categoria: violencia)""]"
2018-03-7;22/03/2018;05/04/2018;789;523;266;66.29;"Mineradoras terão que garantir exames de saúde a moradores de Barcarena; Pezão diz que ficou surpreso com o total de recursos para a segurança do Rio; Fórum debate adaptação de comunidades tradicionais às mudanças climáticas";"Detectada instabilidade política em 523 de 789 artigos (66.3%). Principais indicadores: [""Palavra-chave 'emergência' encontrada (categoria: crises)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'mudança' encontrada (categoria: mudanças)""]"
2018-04-8;06/04/2018;20/04/2018;876;621;255;70.89;"Mais de 50 cidades têm atos a favor do ex-presidente Lula; Justiça Federal nega pedido da prefeitura de BH para administrar Anel Rodoviário; Cármen Lúcia mantém relatoria de novo recurso de Lula com Edson Fachin";"Detectada instabilidade política em 621 de 876 artigos (70.9%). Principais indicadores: [""Palavra-chave 'incidente' encontrada (categoria: golpes)"", ""Palavra-chave 'tensão' encontrada (categoria: conflitos)"", ""Palavra-chave 'impasse' encontrada (categoria: governabilidade)""]"
2018-04-9;21/04/2018;05/05/2018;753;483;270;64.14;"Brasil comemora suspensão dos testes nucleares da Coreia do Norte; Receita espera por 14 milhões de declarações do IR até 30 de abril; Governo pode adiar reajuste dos servidores, diz ministro da Fazenda";"Detectada instabilidade política em 483 de 753 artigos (64.1%). Principais indicadores: [""Palavra-chave 'tensão' encontrada (categoria: conflitos)"", ""Palavra-chave 'incidente' encontrada (categoria: golpes)"", ""Palavra-chave 'disputa' encontrada (categoria: conflitos)""]"
2018-05-10;06/05/2018;20/05/2018;839;582;257;69.37;"Líbano tem eleição com participação de 49,2% da população, diz governo; Em Boa Vista, 871 venezuelanos são levados de praça para abrigos; Com desvalorização do peso, Argentina sobe juros para 40% ao ano";"Detectada instabilidade política em 582 de 839 artigos (69.4%). Principais indicadores: [""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)"", ""Palavra-chave 'crise' encontrada (categoria: crises)"", 'Contexto político negativo detectado na análise qualitativa']"
2018-05-11;21/05/2018;04/06/2018;1167;823;344;70.52;"Desabrigados de edifício que caiu passam segunda noite de frio na rua; MP denuncia 18 participantes de festa da milícia na zona oeste do Rio; Vice-secretário de Estado dos EUA vem ao Brasil discutir Venezuela";"Detectada instabilidade política em 823 de 1167 artigos (70.5%). Principais indicadores: [""Palavra-chave 'emergência' encontrada (categoria: crises)"", ""Palavra-chave 'mudança' encontrada (categoria: mudanças)"", ""Palavra-chave 'crise' encontrada (categoria: crises)""]"
2018-06-12;05/06/2018;19/06/2018;992;617;375;62.20;"Secretário-geral da OEA comemora decisão sobre Venezuela; México impõe tarifas de importação aos EUA em retaliação ao aço; OEA abre caminho para suspender Venezuela com 19 votos favoráveis";"Detectada instabilidade política em 617 de 992 artigos (62.2%). Principais indicadores: [""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'emergência' encontrada (categoria: crises)"", ""Palavra-chave 'crise' encontrada (categoria: crises)""]"
2018-06-13;20/06/2018;04/07/2018;1030;647;383;62.82;"Morre estudante baleado durante operação policial no Complexo da Maré; MinC vai habilitar entidades para recolher direitos autorais; Reajuste na tarifa dos ônibus do Rio vale a partir desta quinta-feira";"Detectada instabilidade política em 647 de 1030 artigos (62.8%). Principais indicadores: [""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'crime' encontrada (categoria: violencia)"", ""Palavra-chave 'colapso' encontrada (categoria: crises)""]"
2018-07-14;05/07/2018;19/07/2018;864;513;351;59.38;"Governo do Rio paga regime adicional de serviço à Polícia Civil; Indústria de petróleo do Rio teve perda de postos de trabalho em 2017; Programa automotivo vai conceder R$ 1,5 bilhão em crédito tributário";"Detectada instabilidade política em 513 de 864 artigos (59.4%). Principais indicadores: [""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'incidente' encontrada (categoria: golpes)""]"
2018-07-15;20/07/2018;03/08/2018;905;531;374;58.67;"Pesquisadora feminista se ausenta de Brasília após ameaças; PSTU confirma candidatura de Vera Lúcia e não fará coligação; Justiça de Minas Gerais nega pedido de liberdade a Eduardo Azeredo";"Detectada instabilidade política em 531 de 905 artigos (58.7%). Principais indicadores: [""Palavra-chave 'violência' encontrada (categoria: violencia)"", ""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'tensão' encontrada (categoria: conflitos)""]"
2018-08-16;04/08/2018;18/08/2018;827;534;293;64.57;"Partidos já escolheram 13 candidatos a presidente; veja quem são; Receita alerta para “golpe do amor” com falso envio de presentes; PR aprova apoio a Alckmin na disputa presidencial";"Detectada instabilidade política em 534 de 827 artigos (64.6%). Principais indicadores: [""Palavra-chave 'disputa' encontrada (categoria: conflitos)"", ""Palavra-chave 'golpe' encontrada (categoria: golpes)"", ""Palavra-chave 'disputa' encontrada (categoria: conflitos)""]"
2018-08-17;19/08/2018;02/09/2018;873;581;292;66.55;"Jungmann viaja para Colômbia para discutir segurança nas fronteiras; Parque revela restauração de mangue devastado na Baía de Guanabara; Governo enviará 120 militares e 36 voluntários da saúde para Roraima";"Detectada instabilidade política em 581 de 873 artigos (66.6%). Principais indicadores: [""Palavra-chave 'violência' encontrada (categoria: violencia)"", ""Palavra-chave 'disputa' encontrada (categoria: conflitos)"", ""Palavra-chave 'crise' encontrada (categoria: crises)""]"
2018-09-18;03/09/2018;17/09/2018;845;502;343;59.41;"Ato no centro do Rio reúne manifestantes em defesa do Museu Nacional; ONG pede ação integrada de países para atender à imigração venezuelana; General anuncia plano de transição para intervenção na segurança";"Detectada instabilidade política em 502 de 845 artigos (59.4%). Principais indicadores: [""Palavra-chave 'choque' encontrada (categoria: conflitos)"", ""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)""]"
2018-09-19;18/09/2018;02/10/2018;877;538;339;61.35;"Próximo presidente terá que fazer reforma da Previdência, diz Temer; Polícia apreende carro blindado usado pelo crime organizado em Angra; Yanomamis liberam servidores retidos em Roraima";"Detectada instabilidade política em 538 de 877 artigos (61.3%). Principais indicadores: [""Palavra-chave 'reforma' encontrada (categoria: mudanças)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'impasse' encontrada (categoria: governabilidade)""]"
2018-10-20;03/10/2018;17/10/2018;975;698;277;71.59;"Toffoli volta a decidir contra autorização para entrevista de Lula; Negócios em casa aliam economia no aluguel e qualidade de vida; Mineradora Hydro Alunorte anuncia suspensão de operações no Pará";"Detectada instabilidade política em 698 de 975 artigos (71.6%). Principais indicadores: [""Palavra-chave 'tensão' encontrada (categoria: conflitos)"", ""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'alteração' encontrada (categoria: mudanças)""]"
2018-10-21;18/10/2018;01/11/2018;1047;717;330;68.48;"PF faz operação contra a pesca ilegal de camarão no Rio de Janeiro; Dois delegados e cinco agentes da Polícia Civil são presos no Rio; Preso ex-dirigente da federação de ginástica dos EUA";"Detectada instabilidade política em 717 de 1047 artigos (68.5%). Principais indicadores: [""Palavra-chave 'crime' encontrada (categoria: violencia)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'crime' encontrada (categoria: violencia)""]"
2018-11-22;02/11/2018;16/11/2018;812;539;273;66.38;"Enem: bom uso do português será diferencial na redação, diz professor; Terremoto de 6,2 graus atinge o Norte do Chile sem deixar vítimas; Países balcânicos planejam candidatura conjunta para a Copa de 2030";"Detectada instabilidade política em 539 de 812 artigos (66.4%). Principais indicadores: [""Palavra-chave 'intervenção' encontrada (categoria: golpes)"", ""Palavra-chave 'emergência' encontrada (categoria: crises)"", ""Palavra-chave 'disputa' encontrada (categoria: conflitos)""]"
2018-11-23;17/11/2018;01/12/2018;902;565;337;62.64;"Parlamento cubano rejeita resolução da Eurocâmara sobre direitos human; Defensoria Pública pede à Justiça manutenção de regras do Mais Médicos; Turquia não encontra DNA de Khashoggi no consulado saudita em Istambul";"Detectada instabilidade política em 565 de 902 artigos (62.6%). Principais indicadores: [""Palavra-chave 'reforma' encontrada (categoria: mudanças)"", ""Palavra-chave 'mudança' encontrada (categoria: mudanças)"", ""Palavra-chave 'crime' encontrada (categoria: violencia)""]"
2018-12-24;02/12/2018;16/12/2018;917;618;299;67.39;"Final da Libertadores em Madri é ""irreversível"", diz Conmebol; Macron visita Arco do Triunfo para comprovar danos após protestos; Polícia recomenda que Netanyahu seja acusado por corrupção";"Detectada instabilidade política em 618 de 917 artigos (67.4%). Principais indicadores: [""Palavra-chave 'violência' encontrada (categoria: violencia)"", ""Palavra-chave 'emergência' encontrada (categoria: crises)"", ""Palavra-chave 'conflito' encontrada (categoria: conflitos)""]"
2018-12-25;17/12/2018;31/12/2018;674;408;266;60.53;"Defesa deve pedir hoje prisão domiciliar para João de Deus; Capilé chega ao Rio e deve responder por homicídio e tráfico de drogas; Operação procura acusados de corrupção no transporte alternativo no RJ";"Detectada instabilidade política em 408 de 674 artigos (60.5%). Principais indicadores: [""Palavra-chave 'atentado' encontrada (categoria: golpes)"", ""Palavra-chave 'crime' encontrada (categoria: violencia)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)""]"
2019-01-26;01/01/2019;15/01/2019;703;451;252;64.15;"Bolsonaro, 38º presidente do país, toma posse hoje à tarde; Bolsonaro passa a manhã na Granja do Torto e tomará posse à tarde; Futuro governo Bolsonaro é destaque na imprensa mundial";"Detectada instabilidade política em 451 de 703 artigos (64.2%). Principais indicadores: [""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)"", ""Palavra-chave 'presidencial' encontrada (categoria: eleições)"", ""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)""]"
2019-01-27;16/01/2019;30/01/2019;790;487;303;61.65;"Bolsonaro: visita de Macri serve para reforçar laços; Militares vão atuar de forma mais intensa no Programa Mais Médicos; Terror no Quênia mata 15, incluindo um norte-americano e 4 britânicos";"Detectada instabilidade política em 487 de 790 artigos (61.6%). Principais indicadores: [""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'atentado' encontrada (categoria: golpes)""]"
2019-01-28;31/01/2019;14/02/2019;855;504;351;58.95;"Agricultura estuda mudar financiamento do agronegócio e seguro rural; No 7º dia após desastre, esperança diminui e número de vítimas aumenta; Vale começa a cadastrar pessoas com parentes mortos ou desaparecidos";"Detectada instabilidade política em 504 de 855 artigos (58.9%). Principais indicadores: [""Palavra-chave 'mudança' encontrada (categoria: mudanças)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", 'Contexto político negativo detectado na análise qualitativa']"
2019-02-29;15/02/2019;01/03/2019;759;464;295;61.13;"Espanha deve antecipar eleições para abril; Ato na Candelária homenageia vítimas de Brumadinho e do Flamengo; Militares venezuelanos bloqueiam ponte entre Colômbia e Venezuela";"Detectada instabilidade política em 464 de 759 artigos (61.1%). Principais indicadores: [""Palavra-chave 'protesto' encontrada (categoria: protestos)"", ""Palavra-chave 'violência' encontrada (categoria: violencia)"", ""Palavra-chave 'impasse' encontrada (categoria: governabilidade)""]"
2019-03-30;02/03/2019;16/03/2019;684;450;234;65.79;"São Paulo reforça policiamento para garantir segurança dos foliões; São Paulo tem primeira noite de desfiles de escolas de samba; Carros alegóricos bloqueiam saída de ônibus da Rodoviária Novo Rio";"Detectada instabilidade política em 450 de 684 artigos (65.8%). Principais indicadores: [""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'movimento' encontrada (categoria: protestos)""]"
2019-03-31;17/03/2019;31/03/2019;685;475;210;69.34;"Escolas precisam se preparar para situações de violência; Treze de 16 docentes relataram casos de agressão na escola de Suzano; Acordo com EUA para uso de Alcântara coloca país em mercado bilionário";"Detectada instabilidade política em 475 de 685 artigos (69.3%). Principais indicadores: [""Palavra-chave 'conflito' encontrada (categoria: conflitos)"", ""Palavra-chave 'golpe' encontrada (categoria: golpes)"", ""Palavra-chave 'legislativo' encontrada (categoria: eleições)""]"
2019-04-32;01/04/2019;15/04/2019;700;444;256;63.43;"Japão prepara o início de uma nova era, a Reiwa; Bolsonaro condecora em Israel militares que trabalharam em Brumadinho; Relatório do orçamento impositivo será lido quarta-feira no Senado";"Detectada instabilidade política em 444 de 700 artigos (63.4%). Principais indicadores: [""Palavra-chave 'mudança' encontrada (categoria: mudanças)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)""]"
2019-04-33;16/04/2019;30/04/2019;613;402;211;65.58;"Mercado editorial brasileiro vive crises, aponta CBL; IDH-M apresenta estabilidade apesar de crises; CCJ da Câmara debate parecer da reforma da Previdência";"Detectada instabilidade política em 402 de 613 artigos (65.6%). Principais indicadores: [""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'votação' encontrada (categoria: eleições)""]"
2019-05-34;01/05/2019;15/05/2019;620;422;198;68.06;"STF suspende permissão para gestante trabalhar em atividade insalubre; Guaidó convoca venezuelanos para novos protestos; Envios de declarações do IR superam expectativa da Receita";"Detectada instabilidade política em 422 de 620 artigos (68.1%). Principais indicadores: [""Palavra-chave 'manifestação' encontrada (categoria: protestos)"", ""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'incidente' encontrada (categoria: golpes)""]"
2019-05-35;16/05/2019;30/05/2019;707;469;238;66.34;"Estados Unidos suspendem voos para a Venezuela; FAB intercepta avião com quase 500 quilos de cocaína; Presidente do BC reforça expectativa de retomada do crescimento";"Detectada instabilidade política em 469 de 707 artigos (66.3%). Principais indicadores: [""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)""]"
2019-05-36;31/05/2019;14/06/2019;686;445;241;64.87;"Confiança dos empresários atinge menor nível desde outubro; Trump ameaça México com tarifas por imigração, diz jornal; Conferência sobre a região Ásia-Pacífico tem início em Singapura";"Detectada instabilidade política em 445 de 686 artigos (64.9%). Principais indicadores: [""Palavra-chave 'legislativo' encontrada (categoria: eleições)"", ""Palavra-chave 'presidencial' encontrada (categoria: eleições)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)""]"
2019-06-37;15/06/2019;29/06/2019;626;404;222;64.54;"Hong Kong recua sobre lei que permite extradições para China; Dois jogos marcam o segundo dia da Copa América; Congresso vai aprovar reestruturação da carreira militar, diz ministro";"Detectada instabilidade política em 404 de 626 artigos (64.5%). Principais indicadores: [""Palavra-chave 'conflito' encontrada (categoria: conflitos)"", ""Palavra-chave 'disputa' encontrada (categoria: conflitos)"", ""Palavra-chave 'conflito' encontrada (categoria: conflitos)""]"
2019-06-38;30/06/2019;14/07/2019;587;367;220;62.52;"Ministro do GSI classifica como histórico acordo entre Mercosul e UE; Plano Real gerou estabilidade, mas não crescimento sustentável; Plano Real, que segurou inflação, completa 25 anos";"Detectada instabilidade política em 367 de 587 artigos (62.5%). Principais indicadores: [""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)"", ""Palavra-chave 'mudança' encontrada (categoria: mudanças)"", ""Palavra-chave 'emergência' encontrada (categoria: crises)""]"
2019-07-39;15/07/2019;29/07/2019;552;358;194;64.86;"""Brasil precisa de quimioterapia para que não pereça"", diz Bolsonaro; Mourão defende reforma política após a conclusão da Previdência; Indicador Antecedente da Economia sobe 0,9% em junho, diz FGV";"Detectada instabilidade política em 358 de 552 artigos (64.9%). Principais indicadores: [""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'incidente' encontrada (categoria: golpes)""]"
2019-07-40;30/07/2019;13/08/2019;604;391;213;64.74;"Bolsonaro: ""pretendo respeitar a Lei da Anistia""; Governo do Pará divulga lista de mortos em Altamira; Cinco pessoas são presas por fraudes em licitações no Rio";"Detectada instabilidade política em 391 de 604 artigos (64.7%). Principais indicadores: [""Palavra-chave 'golpe' encontrada (categoria: golpes)"", ""Palavra-chave 'confronto' encontrada (categoria: conflitos)"", ""Palavra-chave 'disputa' encontrada (categoria: conflitos)""]"
2019-08-41;14/08/2019;28/08/2019;626;426;200;68.05;"Níveis de radiação em cidade russa aumentam 16 vezes acima do normal; População de animais em florestas cai pela metade desde 1970; Trump diz que China desloca tropas para fronteira com Hong Kong";"Detectada instabilidade política em 426 de 626 artigos (68.1%). Principais indicadores: [""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'mudança' encontrada (categoria: mudanças)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)""]"
2019-08-42;29/08/2019;12/09/2019;679;443;236;65.24;"Inflação do aluguel é de 4,95% em 12 meses; Normas da declaração do ITR são publicadas no Diário Oficial; Economia brasileira cresce 0,4% no segundo trimestre, anuncia IBGE";"Detectada instabilidade política em 443 de 679 artigos (65.2%). Principais indicadores: [""Palavra-chave 'mudança' encontrada (categoria: mudanças)"", ""Palavra-chave 'alteração' encontrada (categoria: mudanças)"", ""Palavra-chave 'transformação' encontrada (categoria: mudanças)""]"
2019-09-43;13/09/2019;27/09/2019;714;457;257;64.01;"Trump manifesta intenção de firmar acordo provisório com a China; Avança no Senado liberação do BPC a mais de um deficiente na família; Argentina: Câmara dos Deputados aprova projeto de Emergência Alimentar";"Detectada instabilidade política em 457 de 714 artigos (64.0%). Principais indicadores: [""Palavra-chave 'disputa' encontrada (categoria: conflitos)"", ""Palavra-chave 'votação' encontrada (categoria: eleições)"", ""Palavra-chave 'crise' encontrada (categoria: crises)""]"
2019-09-44;28/09/2019;12/10/2019;663;423;240;63.80;"UFF promove evento para atrair crianças que gostam de veterinária; Justiça decreta prisão preventiva de suspeitos de hackear autoridades; Brasil tem maior percentual de otimistas entre 23 países";"Detectada instabilidade política em 423 de 663 artigos (63.8%). Principais indicadores: [""Palavra-chave 'tensão' encontrada (categoria: conflitos)"", ""Palavra-chave 'crime' encontrada (categoria: violencia)"", ""Palavra-chave 'mudança' encontrada (categoria: mudanças)""]"
2019-10-45;13/10/2019;27/10/2019;706;461;245;65.30;"Cadastro unificado facilitará acesso dos cidadãos a serviços federais; País tem 10,7 milhões de pessoas com deficiência auditiva, diz estudo; Evento em Brasília incentiva jovens a serem cidadãos globais";"Detectada instabilidade política em 461 de 706 artigos (65.3%). Principais indicadores: [""Palavra-chave 'conflito' encontrada (categoria: conflitos)"", 'Contexto político negativo detectado na análise qualitativa', ""Palavra-chave 'mudança' encontrada (categoria: mudanças)""]"
2019-10-46;28/10/2019;11/11/2019;718;435;283;60.58;"Entenda as regras de transição da reforma da Previdência; Timor-Leste é o país da Ásia com mais problemas de nutrição e fome; TV Brasil entrevista educadora sobre realidade obstétrica no Brasil";"Detectada instabilidade política em 435 de 718 artigos (60.6%). Principais indicadores: [""Palavra-chave 'tensão' encontrada (categoria: conflitos)"", 'Contexto político negativo detectado na análise qualitativa', ""Palavra-chave 'intervenção' encontrada (categoria: golpes)""]"
2019-11-47;12/11/2019;26/11/2019;613;394;219;64.27;"Mais de 95% das crianças brasileiras frequentam escola, diz pesquisa; Ex-presidente da Bolívia chega ao México ainda hoje; Polícia faz operação para prender quadrilha que fraudava licitações";"Detectada instabilidade política em 394 de 613 artigos (64.3%). Principais indicadores: [""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'intervenção' encontrada (categoria: golpes)"", ""Palavra-chave 'crime' encontrada (categoria: violencia)""]"
2019-11-48;27/11/2019;11/12/2019;744;458;286;61.56;"Comitê convoca para dia de manifestações pacíficas na Colômbia; Congresso inicia sessão para analisar 11 vetos presidenciais; Vítimas sul-coreanas de trabalhos forçados podem receber indenização";"Detectada instabilidade política em 458 de 744 artigos (61.6%). Principais indicadores: [""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)"", ""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)""]"
2019-12-49;12/12/2019;26/12/2019;602;363;239;60.30;"Principal porto francês de contêineres é bloqueado durante protesto; De olho no Brexit, Reino Unido vai às urnas hoje; Policiais acusados de matar Patrícia Amieiro são condenados";"Detectada instabilidade política em 363 de 602 artigos (60.3%). Principais indicadores: [""Palavra-chave 'protesto' encontrada (categoria: protestos)"", ""Palavra-chave 'parlamentar' encontrada (categoria: governabilidade)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)""]"
2019-12-50;27/12/2019;10/01/2020;571;336;235;58.84;"Confiança da indústria sobe 3,2 pontos em dezembro, mostra FGV; Bolsonaro extingue prisão disciplinar para PMs e bombeiros; Ataque da Força Aérea afegã mata 21 talibãs na província de Laghman";"Detectada instabilidade política em 336 de 571 artigos (58.8%). Principais indicadores: [""Palavra-chave 'movimento' encontrada (categoria: protestos)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'ataque' encontrada (categoria: violencia)""]"
2020-01-51;11/01/2020;25/01/2020;648;387;261;59.72;"Município maranhense faz domingo eleição suplementar para prefeito; UE pede ""total cooperação"" do Irã em investigação de avião abatido; Mutirão de limpeza promete entregar Porto do Rio limpo até dia 17";"Detectada instabilidade política em 387 de 648 artigos (59.7%). Principais indicadores: [""Palavra-chave 'disputa' encontrada (categoria: conflitos)"", ""Palavra-chave 'tensão' encontrada (categoria: conflitos)"", ""Palavra-chave 'choque' encontrada (categoria: conflitos)""]"
2020-01-52;26/01/2020;09/02/2020;636;383;253;60.22;"Governo disponibiliza R$ 90 milhões para regiões atingidas por chuvas; Palmeiras vence Juventude e fatura bicampeonato na Copa Santiago; Enchentes e deslizamentos provocam 38 morte em MG";"Detectada instabilidade política em 383 de 636 artigos (60.2%). Principais indicadores: [""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'ataque' encontrada (categoria: violencia)"", ""Palavra-chave 'emergência' encontrada (categoria: crises)""]"
2020-02-53;10/02/2020;24/02/2020;620;357;263;57.58;"Publicada MP que destina recursos para enfrentamento do coronavírus; “Eles vivem agora o que vivemos na época do zika”, diz secretário; Agência Brasil explica: quem tem direito a isenção para comprar carro?";"Detectada instabilidade política em 357 de 620 artigos (57.6%). Principais indicadores: [""Palavra-chave 'emergência' encontrada (categoria: crises)"", ""Palavra-chave 'mudança' encontrada (categoria: mudanças)"", ""Palavra-chave 'alteração' encontrada (categoria: mudanças)""]"
2020-02-54;25/02/2020;10/03/2020;675;379;296;56.15;"Brasil trabalha por maior presença da mulher na política, diz Damares; Ex-presidente egípcio Hosni Mubarak morreu hoje, no Cairo; Há 75 anos, morria Mário de Andrade, um dos maiores escritores do país";"Detectada instabilidade política em 379 de 675 artigos (56.1%). Principais indicadores: [""Palavra-chave 'violência' encontrada (categoria: violencia)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'movimento' encontrada (categoria: protestos)""]"
2020-03-55;11/03/2020;25/03/2020;1106;664;442;60.04;"EUA alertam talibã sobre aumento de violência; MP faz operação contra milícia que vendia lotes irregulares no Rio; Covid-19: MPF recomenda cancelamento de passagens aéreas sem ônus";"Detectada instabilidade política em 664 de 1106 artigos (60.0%). Principais indicadores: [""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'militar' encontrada (categoria: golpes)"", ""Palavra-chave 'emergência' encontrada (categoria: crises)""]"
2020-03-56;26/03/2020;09/04/2020;890;488;402;54.83;"Estrutura de rede pública para ensino online preocupa dirigentes; Festival É Tudo Verdade faz mostra online de documentários; BC reduz previsão de déficit nas contas externas para R$ 41 bilhões";"Detectada instabilidade política em 488 de 890 artigos (54.8%). Principais indicadores: [""Palavras 'rotina' encontradas (indicador de estabilidade)"", ""Palavra-chave 'crise' encontrada (categoria: crises)"", ""Palavra-chave 'mudança' encontrada (categoria: mudanças)""]"
2020-04-57;10/04/2020;24/04/2020;731;408;323;55.81;"Pesquisa do Sebrae aponta que bancos estão negando crédito a pequenos; Bolsonaro vai ao Hospital das Forças Armadas; Anatel comunica telefônicas que não interrompam serviço a inadimplente";"Detectada instabilidade política em 408 de 731 artigos (55.8%). Principais indicadores: [""Palavra-chave 'crise' encontrada (categoria: crises)"", 'Contexto político negativo detectado na análise qualitativa', ""Palavra-chave 'emergência' encontrada (categoria: crises)""]"
